03/01/2000;1455,22;6930,2;6750,76;1422,185;4849,219;377,69;5917,37;3242,06;1722,2;17369,63;1451,9;41226,4;11610;3117,7;1028,07;7570,1;8413,75;675,44;412,47;481,92;676,919;1211,79;4715,609;3311,05;4127,35;15330,52;2608,48;8448,84;2000;342,163;1536,345;259;1204,88;8819,45;3106,8;84,662;4035,11;947,43;996,77;448,53;1020,07;2000;1774,133;2515,392;18934,34;11357,51;16930;8357,19;4131,15;6762,11;497,05;833,89;3790,54;151,87;7077,71;5794,85;2141,77;175,26;18981,7;551,29;17199,25;5017,54;130,02;1291,53;183,52;489,7;5216,85;3170,2;1457,08;328,38;11851,54;495,86;715,3;245,45;136,6769;212,81;3633,08;1185,27;3020,27;487,23;100;1749,859;1828,51;77,07;5,42;1632,1;574,21;276,72;2303,18;1403,51;1011,7;2519,41;216,94;1511,85;104,51;141,54;2609,73;1200,43;1102
04/01/2000;1399,42;6665,86;6586,95;1378,307;4657,828;362,7;5672,02;3141,25;1717,47;17072,82;1494,5;40313,79;11206,6;3093,7;1059,04;7268,1;8202,6;642,25;396,75;498,46;700,218;1182,03;4503,828;3172,21;4048,81;14184,92;2549,01;8756,55;2082,94;332,295;1498,15;252,78;1194,41;8715,49;3083,9;86,51;3873,15;903,62;955,97;448,53;991,58;2059,72;1735,472;2475,889;19002,86;10997,94;15851;8337,41;3901,69;6543,76;478,38;832,8;3546,19;151,87;6675,27;5761,82;2153,18;175,26;18558;522,97;17512,19;4940,21;133,66;1335,45;177,02;489,7;5178,77;3090,92;1479,71;319,81;11360,05;484,07;750,6;238,14;138,7623;206,64;3493,54;1147,11;2911,76;487,61;100,94;1681,65;1811,8;77,07;5,4;1633,7;571,16;278,51;2300,92;1355,88;978,26;2543,64;212,79;1511,9;108,08;140,49;2658,87;1199,4;1108,4
05/01/2000;1402,11;6535,9;6502,07;1359,537;4541,75;353,74;5479,7;3084,86;1651,84;15846,72;1498,05;39452,41;10863,1;3018,7;986,31;7181,3;8119,42;632,31;385,65;465,85;678,087;1131,3;4384,27;3057,53;3994,87;13012,04;2425,9;8849,87;1956,58;327,682;1465,841;246,98;1192,89;8464,34;3010,9;84,063;3743,87;885,31;930,26;460,67;968,15;1877,39;1684,756;2366,278;18542,55;11122,66;16245;8249,97;3877,54;6567,03;478,83;815,8;3507,31;173;6764,31;5530,63;2074,75;179,01;17694,4;532,68;16932;4893,01;123,86;1303,78;172,38;484,5;5180,19;3133,62;1479,71;307,09;11022,64;478,5;795,1;234,46;135,2937;203,87;3421,12;1137,27;2795,85;476,79;101,02;1638,16;1810,15;77,07;5,37;1636,5;562,19;289,11;2301,09;1347,65;952,81;2523,38;208,67;1495,92;106,42;136,31;2537,36;1202,66;1100
06/01/2000;1403,45;6447,24;6474,92;1344,059;4500,688;352,209;5450,11;3054,63;1609,59;15153,23;1555,95;38835,05;10863,1;2999,3;960,79;7280,6;8114,24;624,21;383,115;443,46;688,521;1131,3;4342,508;3061,09;4016,15;13012,04;2409;8922,03;1904,21;323,97;1460,548;249,47;1192,89;8483,29;2993,8;86,217;3728,08;877,39;922,46;484,04;972,74;1862,7;1660,757;2282,075;18168,27;11253,27;16106;8262,23;3727,13;6635,44;475,34;818,43;3340,8;186,26;6751,65;5530,63;2079,11;185,52;18074,7;528,47;16200,02;4893,8;120,8;1306,6;173,99;494,9;5186,93;3177,97;1499,8;307,09;11327,74;476,27;795,1;232,37;136,0708;202,76;3404,15;1132,63;2795,85;472,81;101,13;1632,769;1798,3;77,07;5,42;1639,6;556,52;292,64;2309,82;1333,89;952,81;2520,52;210,23;1501,61;104,48;135,74;2491,2;1212,55;1100
07/01/2000;1441,47;6504,75;6780,96;1375,878;4648,27;359,751;5539,61;3084;1599,01;15405,63;1611,81;40194,22;11102,4;3023,4;948,65;7448;8429,42;644,86;395,357;453,31;688,521;1152,54;4452,508;3138,55;4095,51;13539,92;2449,96;8845,47;2004,52;331,448;1484,978;251,79;1223,61;8694,04;3020,2;90,783;3794,07;903,75;943,88;526,34;993,22;1932,61;1679,845;2283,548;18193,41;11522,56;16309;8471,78;3882,62;6792,67;488,31;818,43;3529,59;186,26;7047,09;5578,74;2094,29;185,52;18953,5;522,12;15837,36;4913,76;119,1;1276,29;177,51;499,4;5208,74;3242,07;1499,8;312,98;11563,53;496,97;769,1;237,04;136,0708;206,58;3474,01;1164,56;2781,69;472,81;101,65;1680,893;1805,4;77,46;5,45;1639,6;556,52;297,78;2312,41;1357,28;971,65;2504,53;212,23;1495,2;106,86;136,38;2469,82;1212,55;1060,3
10/01/2000;1457,6;6607,71;6925,52;1391,107;4714,027;365,393;5646,12;3129,57;1599,01;15848,15;1642,53;39711,07;11173,3;3084;987,24;7452,8;8602,5;655,14;401,415;459,47;688,521;1184,77;4511,637;3203,75;4147,59;13857,37;2457,59;9102,6;2061,01;335,439;1502,709;256,63;1236,09;8977,88;3078,4;90,487;3873,66;920,26;960,22;541,17;1022;2000,15;1695,506;2292,244;18193,41;11572,2;17022;8752,14;4049,67;6838,45;501,89;818,43;3717,4;200,81;7333,7;5519,38;2142,25;192,25;19851,8;519,97;15837,36;5010,44;124,11;1283,54;181,78;506,8;5269,66;3251,87;1499,8;322,08;11738,37;496,97;803,5;240,16;136,0708;208,94;3509,44;1174,21;2754,97;498,23;102,5;1703,44;1799,78;78,59;5,5;1639,6;547,72;296,37;2312,41;1381,33;980,93;2502,6;214,97;1498,88;107,64;138,52;2469,82;1212,55;1075,5
11/01/2000;1438,56;6518,94;6891,25;1386,337;4671,5;362,93;5613,9;3100,24;1678,82;15862,1;1572,84;39869,68;11012,4;3160,8;981,33;7420,1;8442,61;648,94;399,42;452,48;696,003;1190,34;4462,598;3148,9;4145,53;13700,38;2449,74;8927,03;1996,31;334,047;1497,91;257,89;1225,68;8881,02;3153,8;86,905;3851,51;914,13;954,06;531,51;1024,81;1985,2;1708,747;2363,7;18850,92;11511,09;16572;8775,57;3921,19;6774,48;492,61;846,74;3544,35;199,57;7143,13;5344,82;2140,78;182,33;19853,3;520,89;16347,39;5048,09;123,11;1236,82;180,81;506,4;5287,57;3230,86;1499,8;323,08;11761,77;495,39;804;239,63;138,3525;208,31;3475,63;1176,89;2693,94;496,7;102,94;1691,809;1803,71;78,25;5,49;1643,7;543,5;294,38;1413,77;1383,45;971,74;2502,6;215,58;1501,16;108,35;138,77;2567,67;1212,55;1066,5
12/01/2000;1432,25;6532,84;6912,81;1377,978;4649,297;362,92;5582,5;3102,06;1656,92;15714,2;1528,36;40289,38;10851,8;3088,4;955,01;7440,2;8359,96;638,4;398,27;459,62;690,164;1190,15;4463,379;3110,25;4167,2;13591,95;2452,61;9144,65;1972,95;332,227;1492,804;254,17;1206,27;8910,43;3082,8;86,726;3824,38;905,32;946,83;528,15;1016,72;1941,11;1698,796;2338,219;18677,42;11551,11;16616;8728,11;3850,02;6766,55;490,05;869,62;3478,13;196,88;7174,1;5344,1;2101,02;189,2;19469,7;518,7;16933,59;5072,37;119,81;1277,08;177,97;502,3;5339,63;3242,32;1570,85;323,1;11764,32;488,72;789;238,3;140,5337;207,21;3476,47;1171,85;2695;498,6;103,6;1681,389;1818,86;78,25;5,47;1639;552,66;298,23;2302,04;1371,24;960,84;2502,6;213,44;1500,89;108,8;137,52;2570,92;1267,52;1050,9
13/01/2000;1449,68;6531,46;6955,98;1390,303;4688,348;364,83;5633,24;3102,18;1657,97;15633,96;1513,88;40499,24;10931,9;3078,9;951,05;7436,9;8417,94;642,21;401,85;458,4;691,61;1195,48;4494,457;3133,58;4196,18;14063,55;2412,51;9107,19;1928,83;335,305;1501,986;256,4;1201,93;9084,51;3074,2;86,349;3859,57;906,7;951,82;530,63;1026,36;1945,4;1706,501;2341,016;18833,29;11582,44;17298;8721,48;3957,21;6836,76;501,19;890,6;3612,07;210,05;7274,52;5326,94;2084,5;195,86;19900,4;560,07;18138,2;5031,4;119,22;1262,78;180,77;505,2;5485,31;3242,07;1581,6;325,07;11976,35;493,06;797,3;240,25;140,2551;208,9;3497,35;1178,95;2676,69;504,25;103,6;1700,33;1892,72;79,96;5,55;1639,7;551,01;299,8;2308,55;1380,52;970,8;2502,6;214,62;1516,23;110,56;136,47;2577,29;1295,55;1076,9
14/01/2000;1465,15;6658,18;7173,22;1402,138;4829,359;373,633;5787,44;3153,45;1648,24;15542,23;1497,269;41587,55;11184;3115,4;948,03;7513,9;8357,46;655,6;412,633;474,37;690,892;1217,95;4626,105;3128,5;4253,55;14602,51;2418,57;9023,24;1897,91;338,274;1516,473;256,24;1205,32;9494,6;3110,6;84,862;3958,57;924,3;973,86;553,06;1040,06;1958,35;1721,132;2355,875;18956,55;11722,98;17657;8797,66;4064,27;6870,49;507,56;928,24;3704,73;217,28;7381,49;5420,75;2102,1;202,71;20445,7;566,08;19110,3;5063,62;118,95;1262,04;182,16;516,5;5556,44;3271,91;1626,1;331,65;12234,14;487,93;831,4;242,18;139,7212;210,66;3591,61;1198,9;2727,4;514,97;104,53;1742,966;1891,31;79,39;5,72;1639,7;549,61;302,24;2308,55;1391,43;995,43;2502,6;214,48;1520,64;109,4;139,31;2539,16;1318,11;1045,7
